accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
LC122932	LC122932.1	Hu/GII/JP/2003/GII.P6-GII.6/TO-68	2003-12-08	Asia	Japan	Tochigi		7538	Homo sapiens	Homo	human		2022-02-03	2022-02-03		Suzuki et al.	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501	https://www.ncbi.nlm.nih.gov/nuccore/LC122932	0.9974890973965904	3CLpro:1,NTPase:1,ORF1:0.9858823529411764,RdRp:1,VP1:1,VP2:0.9814126394052045,VPg:1,p22:0.9887005649717514,p48:0.9337349397590361	0	2388	0						ORF1:46-64,ORF1:838-839,p48:46-64,p22:140-141,VP2:137-141	0.934	1.0	0.989	1.0	1.0	1.0	1.0	0.981			GII.6	GII	GII.6		GII.P6	GII.P	GII.P6	
LC133344	LC133344.1	Hu/GII.4/OsakaSB2-1/2014/JPA	2014-01-02	Asia	Japan			7509	Homo sapiens	Homo	human		2017-04-01	2017-04-01		Sakon et al.	Sakon,N.,Motooka,D.,Nakamura,S.,Kase,T.,Komano,J.	Infectious Diseases; 1-3-69 Nakamichi, Higashinari-ku, Osaka, Osaka 537-0025	https://www.ncbi.nlm.nih.gov/nuccore/LC133344	0.9923351394211709	3CLpro:1,NTPase:1,ORF1:0.99,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9717514124293786,p48:0.963855421686747	0	1218	0						ORF1:857-860,p22:159-162	0.964	1.0	0.972	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P31 (GII.Pe)	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
LC145791	LC145791.1	Hu/GII.2/Saitama4_2012_JP	2012-XX-XX	Asia	Japan	Saitama		7482	Homo sapiens	Homo	human		2016-07-02	2018-01-12		Motomura et al.	Motomura,K.,Boonchan,M.,Noda,M.,Tanaka,T.,Takeda,N.	Research Institute of Microbial Diseases; 3-1, Yamada-oka, Suita, Osaka 565-0871	https://www.ncbi.nlm.nih.gov/nuccore/LC145791	0.9923351394211709	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9815157116451017,VP2:0.8661710037174721,VPg:1,p22:1,p48:1	0	1419	0						VP1:291-294,VP1:338-340,VP2:134-156,VP2:178-188	1.0	1.0	1.0	1.0	1.0	1.0	0.982	0.866	GII.2	GII.P16	GII.2	GII	GII.2		GII.P16	GII.P	GII.P16	
KT202797	KT202797.1	Hu/Guangzhou/GZ2014-L295/CHN/2014	2014-11-17	Asia	China			7513	Homo sapiens	Homo	human		2015-11-12	2015-11-12		Xue et al.	Xue,L.,Wu,Q.,Cai,W.,Kou,X.,Zhang,J.,Guo,W.	Guangdong Institute of Microbiology, State Key Laboratory of Applied Microbiology Southern China	https://www.ncbi.nlm.nih.gov/nuccore/KT202797	0.9928637504955728	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1228	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P31 (GII.Pe)	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
KT780410	KT780410.1	Hu/GII.17/CUHK-NS-637/HKG/2015	2015-XX-XX	Asia	Hong Kong			7559	Homo sapiens	Homo	human		2015-11-29	2016-03-08		Chan et al.	Chan,M.C.,Lee,N.,Hung,T.N.,Kwok,K.,Cheung,K.,Tin,E.K.,Lai,R.W.,Nelson,E.A.,Leung,T.F.,Chan,P.K.,Chan,M.C.W.,Hung,T.T.N.,Kwok,K.T.T.,Cheung,K.K.W.,Chan,P.K.S.	The Chinese University of Hong Kong, Department of Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/KT780410	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.9929411764705882,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:0.9969879518072289	0	2016	0						ORF1:852-860,p22:154-162,VP2:165-173	0.997	1.0	0.938	1.0	1.0	1.0	1.0	0.959	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
KT780413	KT780413.1	Hu/GII.17/CUHK-NS-653/HKG/2015	2015-XX-XX	Asia	Hong Kong			7559	Homo sapiens	Homo	human		2015-11-29	2016-03-08		Chan et al.	Chan,M.C.,Lee,N.,Hung,T.N.,Kwok,K.,Cheung,K.,Tin,E.K.,Lai,R.W.,Nelson,E.A.,Leung,T.F.,Chan,P.K.,Chan,M.C.W.,Hung,T.T.N.,Kwok,K.T.T.,Cheung,K.K.W.,Chan,P.K.S.	The Chinese University of Hong Kong, Department of Microbiology	https://www.ncbi.nlm.nih.gov/nuccore/KT780413	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.9929411764705882,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:0.9969879518072289	0	2018	0						ORF1:852-860,p22:154-162,VP2:165-173	0.997	1.0	0.938	1.0	1.0	1.0	1.0	0.959	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
KU557784	KU557784.1	Hu/GII.17/35-0585/GD-JM/2015-03-17	2015-03-17	Asia	China			7555	Homo sapiens	Homo	human		2016-08-03	2016-08-03		Lu et al.	Lu,J.,Li,H.	Guangdong Provincial Center for Disease Control and Prevention	https://www.ncbi.nlm.nih.gov/nuccore/KU557784	0.998942777851196	3CLpro:1,NTPase:1,ORF1:0.9929411764705882,RdRp:1,VP1:1,VP2:0.9591078066914498,VPg:1,p22:0.9378531073446328,p48:0.9969879518072289	0	2016	0						ORF1:852-860,p22:154-162,VP2:165-173	0.997	1.0	0.938	1.0	1.0	1.0	1.0	0.959	GII.17	GII.P17	GII.17	GII	GII.17		GII.P17	GII.P	GII.P17	
KJ194500	KJ194500.1	NV_Amsterdam_1_1995	1995-01-20	Europe	Netherlands			7527	Homo sapiens	Homo	human		2014-04-08	2014-04-08		Cotten et al.	Cotten,M.,Oude Munnink,B.,Canuti,M.,Deijs,M.,Watson,S.J.,Kellam,P.,van der Hoek,L.	Wellcome Trust Sanger Institute, Viral Genomics	https://www.ncbi.nlm.nih.gov/nuccore/KJ194500	0.9972247918593895	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:0.9070631970260223,VPg:1,p22:1,p48:0.9939759036144579	0	1947	0						VP2:135-158	0.994	1.0	1.0	1.0	1.0	1.0	1.0	0.907	GII.3	GII.P3	GII.3	GII	GII.3		GII.P3	GII.P	GII.P3	
KJ194504	KJ194504.1	NV_Amsterdam_1994	1995-01-30	Europe	Netherlands			7535	Homo sapiens	Homo	human		2014-04-08	2014-04-08		Cotten et al.	Cotten,M.,Oude Munnink,B.,Canuti,M.,Deijs,M.,Watson,S.J.,Kellam,P.,van der Hoek,L.	Wellcome Trust Sanger Institute, Viral Genomics	https://www.ncbi.nlm.nih.gov/nuccore/KJ194504	0.997621250165191	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9070631970260223,VPg:1,p22:1,p48:1	0	1950	0						VP2:135-158	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.907	GII.3	GII.P3	GII.3	GII	GII.3		GII.P3	GII.P	GII.P3	
KJ194510	KJ194510.1	NV_Amsterdam_2_1995	1995-01-27	Europe	Netherlands			7605	Homo sapiens	Homo	human		2014-04-08	2014-04-08		Cotten et al.	Cotten,M.,Oude Munnink,B.,Canuti,M.,Deijs,M.,Watson,S.J.,Kellam,P.,van der Hoek,L.	Wellcome Trust Sanger Institute, Viral Genomics	https://www.ncbi.nlm.nih.gov/nuccore/KJ194510	0.9649795163208669	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.023529411764705882,RdRp:1,VP1:0.955637707948244,VP2:0.6840148698884758,VPg:1,p22:0.8531073446327684,p48:0.20180722891566266	0	3168	0						ORF1:64-72,ORF1:77-1700,p48:64-72,p48:77-332,NTPase:65-70,p22:98-108,p22:139-148,VP1:9-14,VP1:301-309,VP1:328-335,VP2:135-148	0.202	0.984	0.853	1.0	1.0	1.0	0.956	0.684	GI.3	GI.P3	GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
KJ196276	KJ196276.1	Saitama/T80	2002-XX-XX	Asia	Japan			7491	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196276	0.998678472313995	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8884758364312267,VPg:1,p22:1,p48:1	0	2002	0						VP2:139-162,VP2:189-192	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.888	GII.13	GII.P12	GII.13	GII	GII.13		GII.P12	GII.P	GII.P12	
KJ196277	KJ196277.1	Saitama/T49	2001-XX-XX	Asia	Japan			7554	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196277	0.997885555702392	3CLpro:1,NTPase:1,ORF1:0.9911764705882353,RdRp:1,VP1:1,VP2:0.9628252788104089,VPg:1,p22:1,p48:0.9548192771084337	0	2318	0						ORF1:49-56,p48:49-56,VP2:135-144	0.955	1.0	1.0	1.0	1.0	1.0	1.0	0.963	GII.5	GII.P40 (GII.P22)	GII.5	GII	GII.5		GII.P40	GII.P	GII.P40	
KJ196281	KJ196281.1	Fukuyama/5	2012-XX-XX	Asia	Japan			7559	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196281	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9717514124293786,p48:1	0	1224	0						ORF1:857-860,p22:159-162	1.0	1.0	0.972	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P31 (GII.Pe)	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
KJ196282	KJ196282.1	Saitama/T15	2001-XX-XX	Asia	Japan			7517	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196282	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9907578558225508,VP2:0.9479553903345725,VPg:1,p22:1,p48:1	0	1994	0						VP1:304-308,VP2:135-145	1.0	1.0	1.0	1.0	1.0	1.0	0.991	0.948	GII.12	GII.P12	GII	GII	GII.12		GII.P12	GII.P	GII.P12	
KJ196284	KJ196284.1	Kawasaki/YO284	2007-XX-XX	Asia	Japan			7491	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196284	0.9969604863221885	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	2021	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.21	GII.P21 (GII.Pb)	GII.21	GII	GII.21		GII.P21	GII.P	GII.P21	
KJ196286	KJ196286.1	Saitama/T87	2002-XX-XX	Asia	Japan			7535	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196286	1	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9815157116451017,VP2:0.9591078066914498,VPg:1,p22:1,p48:1	0	1309	0						VP1:291-300,VP2:134-143	1.0	1.0	1.0	1.0	1.0	1.0	0.982	0.959	GII.17	GII.P16	GII.17	GII	GII.17		GII.P16	GII.P	GII.P16	
KJ196287	KJ196287.1	Shimada/ASC96	2010-XX-XX	Asia	Japan			7568	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196287	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1376	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P4	GII.4	GII	GII.4	DenHaag_2006	GII.P4	GII.P	GII.P4	DenHaag_2006
KJ196288	KJ196288.1	Saitama/T52	2002-XX-XX	Asia	Japan			7512	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196288	0.997885555702392	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.977818853974122,VP2:0.9553903345724907,VPg:1,p22:1,p48:1	0	1695	0						VP1:294-305,VP2:133-144	1.0	1.0	1.0	1.0	1.0	1.0	0.978	0.955	GII.5	GII.P5	GII.5	GII	GII.5		GII.P5	GII.P	GII.P5	
KJ196294	KJ196294.1	Saitama/KU16	2000-XX-XX	Asia	Japan			7521	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196294	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9833641404805915,VP2:0.9553903345724907,VPg:1,p22:1,p48:1	0	2000	0						VP1:304-307,VP1:337-340,VP2:135-143	1.0	1.0	1.0	1.0	1.0	1.0	0.983	0.955	GII.12	GII.P12	GII.12	GII	GII.12		GII.P12	GII.P	GII.P12	
KJ196295	KJ196295.1	Musashimurayama/TAKAsanKimchi	2010-XX-XX	Asia	Japan			7543	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196295	1	3CLpro:1,NTPase:1,ORF1:0.9835294117647059,RdRp:1,VP1:0.9907578558225508,VP2:0.9628252788104089,VPg:1,p22:0.9661016949152542,p48:0.9337349397590361	0	2383	0						ORF1:46-67,ORF1:861-866,p48:46-67,p22:163-168,VP1:308-311,VP2:175-183	0.934	1.0	0.966	1.0	1.0	1.0	0.991	0.963	GII.7	GII.P7	GII.7	GII	GII.7		GII.P7	GII.P	GII.P7	
KJ196296	KJ196296.1	Taipei/105	2012-XX-XX	Asia	Taiwan			7560	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196296	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.9970588235294118,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9717514124293786,p48:1	0	1231	0						ORF1:857-860,p22:159-162	1.0	1.0	0.972	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P31 (GII.Pe)	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
KJ196299	KJ196299.1	Saitama/T18	2001-XX-XX	Asia	Japan			7517	Homo sapiens	Homo	human		2014-08-10	2014-08-10		Park et al.	Park,Y.,Wu,F.-T.,Miki,M.,Amano,K.,Ozawa,K.,Murakami,K.,Todaka,R.,Shimoike,T.,Oka,T.,Uchida,K.,Shinohara,M.,Katayama,K.	National Institute of Infectious Diseases, Department of Virology II	https://www.ncbi.nlm.nih.gov/nuccore/KJ196299	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9907578558225508,VP2:0.9479553903345725,VPg:1,p22:1,p48:1	0	1996	0						VP1:304-308,VP2:135-145	1.0	1.0	1.0	1.0	1.0	1.0	0.991	0.948	GII.12	GII.P12	GII	GII	GII.12		GII.P12	GII.P	GII.P12	
KJ407076	KJ407076.1	Hu/GII.4/HS66/2001/USA	2001-XX-XX	North America	USA	Ohio		7506	Homo sapiens	Homo	human		2014-02-12	2015-09-17		Das et al.	Das,S.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Scheuer,K.,Takanashi,S.,Wang,Q.,Wentworth,D.E.,Saif,L.J.	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KJ407076	0.9923351394211709	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:1	0	1372	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P4	GII.4	GII	GII.4	US_1995/96*	GII.P4	GII.P	GII.P4	US95-96
KJ541743	KJ541743.1	SGU-110421	2011-04-21	Asia	South Korea			7559	Homo sapiens	Homo	human		2014-05-21	2014-05-21		Min et al.	Min,B.S.,Han,K.R.,Lee,J.I.,Yang,J.M.	Korea University, Biotechnology & Bioinformatics	https://www.ncbi.nlm.nih.gov/nuccore/KJ541743	0.9990749306197965	3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:1	0	1365	0						ORF1:857-860,p22:159-162	1.0	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P4	GII.4	GII	GII.4	DenHaag_2006	GII.P4	GII.P	GII.P4	DenHaag_2006
KJ685402	KJ685402.1	Hu/GII/BG1C0434/2012/BGD	2012-09-04	Asia	Bangladesh	Dhaka		7450	Homo sapiens	Homo	human		2014-05-10	2015-01-28		Das et al.	Das,S.R.,Halpin,R.A.,Mohan,M.,Fedorova,N.,Tsitrin,T.,Puri,V.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Ahmed,T.,Haque,R.,Knobler,S.,Miller,M.,Wentworth,D.E.,Nelson,M.	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/KJ685402	0.9845381260737412	3CLpro:1,NTPase:1,ORF1:0.9882352941176471,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9397590361445783	0	1188	0							0.94	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	GII.P4	GII.4	GII	GII.4	Sydney_2012*	GII.P4	GII.P	GII.P4	NewOrleans_2009
KM198504	KM198504.1	Hu/GII/20151/2009/VNM	2009-09-16	Asia	Vietnam			7443	Homo sapiens	Homo	human		2014-08-04	2014-11-13		Cotten et al.	Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T.	The Wellcome Trust Sanger Institute, Virus Genomics	https://www.ncbi.nlm.nih.gov/nuccore/KM198504	0.9836130566935377	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9182156133828996,VPg:1,p22:1,p48:1	0	1366	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.918	GII.4	GII.P4	GII.4	GII	GII.4	DenHaag_2006	GII.P4	GII.P	GII.P4	DenHaag_2006
KM198509	KM198509.1	Hu/GII/20479/2010/VNM	2010-03-16	Asia	Vietnam			7425	Homo sapiens	Homo	human		2014-08-04	2014-11-13		Cotten et al.	Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T.	The Wellcome Trust Sanger Institute, Virus Genomics	https://www.ncbi.nlm.nih.gov/nuccore/KM198509	0.9836130566935377	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.828996282527881,VPg:1,p22:1,p48:1	0	1929	0						VP2:134-140,VP2:167-182	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.829	GII.3	GII.P21 (GII.Pb)	GII.3	GII	GII.3		GII.P21	GII.P	GII.P21	
KM198524	KM198524.1	Hu/GII/10034/2009/VNM	2009-05-15	Asia	Vietnam			7443	Homo sapiens	Homo	human		2014-08-04	2014-11-13		Cotten et al.	Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T.	The Wellcome Trust Sanger Institute, Virus Genomics	https://www.ncbi.nlm.nih.gov/nuccore/KM198524	0.9836130566935377	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9182156133828996,VPg:1,p22:1,p48:1	0	1374	0							1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.918	GII.4	GII.P4	GII.4	GII	GII.4	DenHaag_2006	GII.P4	GII.P	GII.P4	DenHaag_2006
KM198547	KM198547.1	Hu/GII/C2H-47/2011/VNM	2011-11-03	Asia	Vietnam			7421	Homo sapiens	Homo	human		2014-08-04	2014-11-13		Cotten et al.	Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T.	The Wellcome Trust Sanger Institute, Virus Genomics	https://www.ncbi.nlm.nih.gov/nuccore/KM198547	0.9830844456191358	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8215613382899628,VPg:1,p22:1,p48:1	0	1923	0						VP2:134-140,VP2:167-182	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.822	GII.3	GII.P21 (GII.Pb)	GII.3	GII	GII.3		GII.P21	GII.P	GII.P21	
JN975492	JN975492.1	Mu/NoV/Apo960/UK/2007	2007-XX-XX	Europe	United Kingdom			7286	Apodemus sylvaticus	Apodemus	mouse		2011-11-22	2012-02-02		Smith et al.	Smith,D.B.,McFadden,N.,Blundell,R.J.,Meredith,A.,Simmonds,P.,Blundell,R.	University of Edinburgh, Centre of Immunology, Infection and Evolution	https://www.ncbi.nlm.nih.gov/nuccore/JN975492	0.9528214616096207	3CLpro:1,NTPase:1,ORF1:0.021176470588235293,RdRp:1,VP1:0.9981515711645101,VP2:0.16356877323420074,VPg:0.9924812030075187,p22:0.7457627118644068,p48:0.0030120481927710845	3	3381	1						ORF1:52-102,ORF1:121-721,ORF1:742-834,ORF1:850-1700,p48:52-102,p48:121-332,p22:25-43,p22:129-150,VP2:7-29,VP2:36-49,VP2:161-269	0.003	1.0	0.746	0.992	1.0	1.0	0.998	0.164			GV	GV	GV.1		GV.P1	GV.P	GV.P1	
JN975498	JN975498.1	Mu/NoV/GV/PSM1/UK/2007	2007-08-01	Europe	United Kingdom	Edinburgh	Scotland	7250	Mus musculus	Mus	mouse	true	2011-11-22	2012-02-02		Smith et al.	Smith,D.B.,McFadden,N.,Blundell,R.J.,Meredith,A.,Simmonds,P.,Blundell,R.	University of Edinburgh, Centre of Immunology, Infection and Evolution	https://www.ncbi.nlm.nih.gov/nuccore/JN975498	0.9627329192546584	3CLpro:1,NTPase:0.9972677595628415,ORF1:0.9488235294117647,RdRp:1,VP1:0.8946395563770795,VP2:0.4721189591078067,VPg:1,p22:0.9943502824858758,p48:0.7439759036144579	1	3319	21						ORF1:15-22,ORF1:47-103,ORF1:113-116,p48:15-22,p48:47-103,p48:113-116,VP1:293-299,VP1:344-361,VP1:384-395,VP1:440-448,VP2:21-51,VP2:161-191	0.744	0.997	0.994	1.0	1.0	1.0	0.895	0.472			GV	GV	GV.1		GV.P1	GV.P	GV.P1	
JX023285	JX023285.1	Hu/GI.1/8FIIa/1968/USA	1968-01-01	North America	USA	Maryland		7633	Homo sapiens	Homo	human		2012-05-14	2012-09-20		Madupu et al.	Madupu,R.,Halpin,R.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Edworthy,P.,Gupta,N.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Kim,M.,Bok,K.,Sosnovtsev,S.V.,Wentworth,D.E.,Green,K.Y.	J. Craig Venter Institute	https://www.ncbi.nlm.nih.gov/nuccore/JX023285	0.9818950707017312	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.005294117647058823,RdRp:0.9862745098039216,VP1:0.9741219963031423,VP2:0.6579925650557621,VPg:1,p22:0.8700564971751412,p48:0.06325301204819277	0	3204	0						ORF1:4-35,ORF1:51-176,ORF1:190-393,ORF1:404-1700,p48:4-35,p48:51-176,p48:190-332,NTPase:65-70,p22:143-162,RdRp:6-12,VP1:281-282,VP1:381-389,VP2:145-146,VP2:199-222,VP2:234-269	0.063	0.984	0.87	1.0	1.0	0.986	0.974	0.658	GI.1	GI.P1	GI.1	GI	GI.1		GI.P1	GI.P	GI.P1	
