accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
LC122693	LC122693.1	Hu/GI/JP/2010/GI.Pb-GI.6/HO-12	2010-03-06	Asia	Japan	Hokkaido		7671	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122693	1	3CLpro:1,NTPase:1,ORF1:0.9247058823529412,RdRp:1,VP1:0.9371534195933456,VP2:0.9033457249070632,VPg:1,p22:0.7627118644067796,p48:0.7409638554216867	0	3247	0						ORF1:26-37,ORF1:54-60,ORF1:82-122,ORF1:241-248,ORF1:833-860,p48:26-37,p48:54-60,p48:82-122,p48:241-248,p22:135-162,VP1:307-314,VP1:383-395,VP1:499-511,VP2:141-149,VP2:239-242	0.741	1.0	0.763	1.0	1.0	1.0	0.937	0.903			GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
LC122694	LC122694.1	Hu/GI/JP/2006/GI.Pb-GI.6/HO-10	2006-03-30	Asia	Japan	Hokkaido		7694	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122694	0.9838773622307387	3CLpro:1,NTPase:1,ORF1:0.8976470588235295,RdRp:1,VP1:0.9371534195933456,VP2:0.8810408921933085,VPg:1,p22:0.7570621468926554,p48:0.6204819277108434	0	3292	0						ORF1:14-60,ORF1:82-122,ORF1:241-269,ORF1:830-870,p48:14-60,p48:82-122,p48:241-269,p22:132-172,VP1:307-314,VP1:383-395,VP1:499-511,VP2:140-148	0.62	1.0	0.757	1.0	1.0	1.0	0.937	0.881			GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
LC122695	LC122695.1	Hu/GI/JP/2009/GI.Pb-GI.6/SA-14	2009-04-10	Asia	Japan	Saitama		7462	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122695	0.9552002114444298	3CLpro:1,NTPase:1,ORF1:0.8976470588235295,RdRp:1,VP1:0.9611829944547134,VP2:0.6133828996282528,VPg:1,p22:0.7570621468926554,p48:0.6204819277108434	0	3151	0						ORF1:14-60,ORF1:82-122,ORF1:241-269,ORF1:830-870,p48:14-60,p48:82-122,p48:241-269,p22:132-172,VP1:307-314,VP1:383-395,VP2:140-148	0.62	1.0	0.757	1.0	1.0	1.0	0.961	0.613			GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
LC122696	LC122696.1	Hu/GI/JP/2010/GI.Pb-GI.6/SA-16	2010-01-08	Asia	Japan	Saitama		7622	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122696	0.9796484736355227	3CLpro:1,NTPase:1,ORF1:0.8976470588235295,RdRp:1,VP1:0.9371534195933456,VP2:0.8401486988847584,VPg:1,p22:0.7570621468926554,p48:0.6204819277108434	0	3257	0						ORF1:14-60,ORF1:82-122,ORF1:241-269,ORF1:830-870,p48:14-60,p48:82-122,p48:241-269,p22:132-172,VP1:307-314,VP1:383-395,VP1:499-511,VP2:140-148	0.62	1.0	0.757	1.0	1.0	1.0	0.937	0.84			GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
LC122697	LC122697.1	Hu/GI/JP/2013/GI.Pb-GI.6/YA-10	2013-04-19	Asia	Japan	Yamaguchi		7572	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122697	0.9677547244614775	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.9017647058823529,RdRp:1,VP1:0.9149722735674677,VP2:0.7360594795539034,VPg:1,p22:0.7796610169491526,p48:0.6355421686746988	0	3204	0						ORF1:36-84,ORF1:92-109,ORF1:241-248,ORF1:400-405,ORF1:833-855,p48:36-84,p48:92-109,p48:241-248,NTPase:68-73,p22:135-157,VP1:307-314,VP1:330-352,VP1:383-395,VP2:140-148,VP2:190-192	0.636	0.981	0.78	1.0	1.0	1.0	0.915	0.736			GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
LC122698	LC122698.1	Hu/GI/JP/2013/GI.P6-GI.6/EH-2	2013-06-14	Asia	Japan	Ehime		7725	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122698	0.9915422228095678	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9252941176470588,RdRp:0.984313725490196,VP1:0.9205175600739371,VP2:0.7397769516728625,VPg:1,p22:0.7401129943502824,p48:0.7981927710843374	0	3361	0						ORF1:7-35,ORF1:50-71,ORF1:102-112,ORF1:397-402,ORF1:774-786,ORF1:836-846,ORF1:1195-1202,p48:7-35,p48:50-71,p48:102-112,NTPase:65-70,p22:76-88,p22:138-148,RdRp:6-13,VP1:300-316,VP1:327-345,VP1:389-395,VP2:204-269	0.798	0.984	0.74	1.0	1.0	0.984	0.921	0.74							GI.P6	GI.P	GI.P6	
LC122699	LC122699.1	Hu/GI/JP/2012/GI.P6-GI.6/HO-5	2012-06-03	Asia	Japan	Hokkaido		7727	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122699	0.9915422228095678	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.019411764705882354,RdRp:0.984313725490196,VP1:0.9205175600739371,VP2:0.7397769516728625,VPg:0.9473684210526315,p22:0.7401129943502824,p48:0.03614457831325301	0	3367	0						ORF1:11-21,ORF1:29-773,ORF1:787-835,ORF1:847-1192,ORF1:1203-1700,p48:11-21,p48:29-332,NTPase:65-70,p22:76-88,p22:138-148,VPg:85-88,RdRp:6-13,VP1:300-316,VP1:327-345,VP1:389-395,VP2:204-269	0.036	0.984	0.74	0.947	1.0	0.984	0.921	0.74							GI.P6	GI.P	GI.P6	
LC122700	LC122700.1	Hu/GI/JP/2012/GI.P6-GI.6/TO-21	2012-11-19	Asia	Japan	Tochigi		7727	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122700	0.9915422228095678	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.019411764705882354,RdRp:0.984313725490196,VP1:0.9205175600739371,VP2:0.7397769516728625,VPg:0.9473684210526315,p22:0.7401129943502824,p48:0.03614457831325301	0	3362	0						ORF1:11-21,ORF1:29-773,ORF1:787-835,ORF1:847-1192,ORF1:1203-1700,p48:11-21,p48:29-332,NTPase:65-70,p22:76-88,p22:138-148,VPg:85-88,RdRp:6-13,VP1:300-316,VP1:327-345,VP1:389-395,VP2:204-269	0.036	0.984	0.74	0.947	1.0	0.984	0.921	0.74							GI.P6	GI.P	GI.P6	
LC122701	LC122701.1	Hu/GI/JP/2012/GI.P6-GI.6/TO-32	2012-12-27	Asia	Japan	Tochigi		7706	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122701	0.9906171534293643	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.02411764705882353,RdRp:0.984313725490196,VP1:0.9205175600739371,VP2:0.7397769516728625,VPg:0.9473684210526315,p22:0.7401129943502824,p48:0.05120481927710843	0	3356	0						ORF1:11-21,ORF1:37-773,ORF1:787-835,ORF1:847-1192,ORF1:1203-1700,p48:11-21,p48:37-332,NTPase:65-70,p22:76-88,p22:138-148,VPg:85-88,RdRp:6-13,VP1:300-316,VP1:327-345,VP1:389-395,VP2:207-269	0.051	0.984	0.74	0.947	1.0	0.984	0.921	0.74			GI.6	GI	GI.6		GI.P6	GI.P	GI.P6	
LC122702	LC122702.1	Hu/GI/JP/2013/GI.P6-GI.6/HO-6	2013-06-06	Asia	Japan	Hokkaido		7722	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122702	0.9985463195453945	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.02411764705882353,RdRp:0.984313725490196,VP1:0.9205175600739371,VP2:0.6988847583643123,VPg:0.9473684210526315,p22:0.7401129943502824,p48:0.05120481927710843	0	3350	0						ORF1:11-21,ORF1:37-773,ORF1:787-835,ORF1:847-1192,ORF1:1203-1700,p48:11-21,p48:37-332,NTPase:65-70,p22:76-88,p22:138-148,VPg:85-88,RdRp:6-13,VP1:300-316,VP1:327-345,VP1:389-395,VP2:189-269	0.051	0.984	0.74	0.947	1.0	0.984	0.921	0.699			GI.6	GI	GI.6		GI.P6	GI.P	GI.P6	
LC122703	LC122703.1	Hu/GI/JP/2014/GI.P4-GI.4/AO-9	2014-06-20	Asia	Japan	Aomori		7688	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122703	0.9850667371481433	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.005294117647058823,RdRp:1,VP1:0.9371534195933456,VP2:0.5018587360594795,VPg:1,p22:0.9774011299435028,p48:0.0783132530120482	0	3290	0						ORF1:29-858,ORF1:866-1700,p48:29-332,NTPase:65-72,p22:162-165,VP1:289-301,VP1:386-391,VP1:435-448,VP2:142-167,VP2:179-192,VP2:214-269	0.078	0.978	0.977	1.0	1.0	1.0	0.937	0.502			GI.4	GI	GI.4		GI.P4	GI.P	GI.P4	
LC122704	LC122704.1	Hu/GI/JP/2012/GI.P4-GI.4/EH-41	2012-12-21	Asia	Japan	Ehime		7688	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122704	0.9820272234703317	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.004705882352941176,RdRp:1,VP1:0.9537892791127541,VP2:0.5092936802973977,VPg:1,p22:0.9774011299435028,p48:0.07530120481927711	0	3287	0						ORF1:29-858,ORF1:866-1700,p48:29-332,NTPase:65-72,p22:162-165,VP1:288-296,VP1:435-448,VP2:130-145,VP2:188-269	0.075	0.978	0.977	1.0	1.0	1.0	0.954	0.509			GI.4	GI	GI.4		GI.P4	GI.P	GI.P4	
LC122705	LC122705.1	Hu/GI/JP/2013/GI.P4-GI.4/HO-4	2013-02-02	Asia	Japan	Hokkaido		7688	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122705	0.9820272234703317	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.005294117647058823,RdRp:1,VP1:0.9426987060998152,VP2:0.5092936802973977,VPg:1,p22:0.9774011299435028,p48:0.0783132530120482	0	3280	0						ORF1:29-858,ORF1:866-1700,p48:29-332,NTPase:65-72,p22:162-165,VP1:288-296,VP1:386-391,VP1:435-448,VP2:130-145,VP2:188-269	0.078	0.978	0.977	1.0	1.0	1.0	0.943	0.509			GI.4	GI	GI.4		GI.P4	GI.P	GI.P4	
LC122706	LC122706.1	Hu/GI/JP/2014/GI.P4-GI.4/MI-4	2014-01-31	Asia	Japan	Miyagi		7664	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122706	0.9776661821065151	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.004705882352941176,RdRp:1,VP1:0.977818853974122,VP2:0.516728624535316,VPg:1,p22:0.9774011299435028,p48:0.07530120481927711	0	3261	0						ORF1:29-858,ORF1:866-1700,p48:29-332,NTPase:65-72,p22:162-165,VP1:289-300,VP2:139-145,VP2:188-269	0.075	0.978	0.977	1.0	1.0	1.0	0.978	0.517			GI.4	GI	GI.4		GI.P4	GI.P	GI.P4	
LC122707	LC122707.1	Hu/GI/JP/2008/GI.P4-GI.4/HO-2	2008-06-02	Asia	Japan	Hokkaido		7672	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122707	0.9820272234703317	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.004705882352941176,RdRp:1,VP1:0.9611829944547134,VP2:0.5092936802973977,VPg:1,p22:0.9774011299435028,p48:0.07530120481927711	0	3287	0						ORF1:29-858,ORF1:866-1700,p48:29-332,NTPase:65-72,p22:162-165,VP1:289-300,VP1:328-336,VP2:130-145,VP2:188-269	0.075	0.978	0.977	1.0	1.0	1.0	0.961	0.509			GI.4	GI	GI.4		GI.P4	GI.P	GI.P4	
LC122708	LC122708.1	Hu/GI/JP/2010/GI.P4-GI.4/HO-3	2010-02-24	Asia	Japan	Hokkaido		7688	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122708	0.9820272234703317	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.0035294117647058825,RdRp:1,VP1:0.9611829944547134,VP2:0.5092936802973977,VPg:1,p22:0.9774011299435028,p48:0.07530120481927711	0	3283	0						ORF1:29-858,ORF1:864-1700,p48:29-332,NTPase:65-72,p22:162-165,VP1:289-300,VP1:328-336,VP2:130-145,VP2:188-269	0.075	0.978	0.977	1.0	1.0	1.0	0.961	0.509			GI.4	GI	GI.4		GI.P4	GI.P	GI.P4	
LC122710	LC122710.1	Hu/GI/JP/2010/GI.P4-GI.4/YA-1	2010-04-13	Asia	Japan	Yamaguchi		7684	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122710	0.9820272234703317	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.0035294117647058825,RdRp:1,VP1:0.9611829944547134,VP2:0.5092936802973977,VPg:1,p22:0.9774011299435028,p48:0.07530120481927711	0	3287	0						ORF1:29-858,ORF1:864-1700,p48:29-332,NTPase:65-72,p22:162-165,VP1:289-300,VP1:328-336,VP2:130-145,VP2:188-269	0.075	0.978	0.977	1.0	1.0	1.0	0.961	0.509			GI.4	GI	GI.4		GI.P4	GI.P	GI.P4	
LC122711	LC122711.1	Hu/GI/JP/2005/GI.P4-GI.4/HI-4	2005-05-XX	Asia	Japan	Hiroshima		7681	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122711	0.9850667371481433	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.001176470588235294,RdRp:1,VP1:0.9704251386321626,VP2:0.587360594795539,VPg:1,p22:0.8813559322033898,p48:0.07530120481927711	0	3294	0						ORF1:29-1700,p48:29-332,NTPase:65-72,p22:138-154,VP1:288-296,VP1:386-391,VP2:130-147,VP2:218-269	0.075	0.978	0.881	1.0	1.0	1.0	0.97	0.587							GI.P4	GI.P	GI.P4	
LC122712	LC122712.1	Hu/GI/JP/2004/GI.P4-GI.4/HO-1	2004-03-31	Asia	Japan	Hokkaido		7686	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122712	0.9820272234703317	3CLpro:1,NTPase:0.9781420765027322,ORF1:0.001176470588235294,RdRp:1,VP1:0.966728280961183,VP2:0.5055762081784386,VPg:1,p22:1,p48:0.07530120481927711	0	3252	0						ORF1:29-1700,p48:29-332,NTPase:65-72,VP1:289-300,VP1:386-391,VP2:130-145,VP2:187-269	0.075	0.978	1.0	1.0	1.0	1.0	0.967	0.506			GI.4	GI	GI.4		GI.P4	GI.P	GI.P4	
LC122713	LC122713.1	Hu/GI/JP/2012/GI.Pa-GI.3/OS-32	2012-02-28	Asia	Japan	Osaka		7739	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122713	0.9828201400819347	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.92,RdRp:1,VP1:0.9815157116451017,VP2:0.7657992565055762,VPg:1,p22:0.6666666666666666,p48:0.7891566265060241	0	3214	0						ORF1:24-47,ORF1:57-79,ORF1:241-248,ORF1:397-403,ORF1:776-801,ORF1:834-850,ORF1:854-859,p48:24-47,p48:57-79,p48:241-248,NTPase:65-71,p22:78-103,p22:136-152,p22:156-161,VP1:9-14,VP1:504-507,VP2:234-269	0.789	0.981	0.667	1.0	1.0	1.0	0.982	0.766			GI.3	GI	GI.3		GI.P10	GI.P	GI.P10	
LC122714	LC122714.1	Hu/GI/JP/2012/GI.Pd-GI.3/OS-32	2012-02-28	Asia	Japan	Osaka		7774	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122714	0.9845381260737412	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9123529411764706,RdRp:0.9823529411764705,VP1:0.9168207024029574,VP2:0.862453531598513,VPg:1,p22:0.5932203389830508,p48:0.8132530120481928	0	3239	0						ORF1:16-61,ORF1:233-248,ORF1:397-402,ORF1:763-809,ORF1:836-856,ORF1:1195-1202,p48:16-61,p48:233-248,NTPase:65-70,p22:65-111,p22:138-158,RdRp:6-13,VP1:9-14,VP1:327-338,VP1:347-355,VP1:383-398,VP2:132-144	0.813	0.984	0.593	1.0	1.0	0.982	0.917	0.862			GI.3	GI	GI.3		GI.P13	GI.P	GI.P13	
LC122715	LC122715.1	Hu/GI/JP/2014/GI.P3-GI.3/EH-4	2014-02-26	Asia	Japan	Ehime		7740	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122715	0.9801770847099247	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.9323529411764706,RdRp:0.984313725490196,VP1:0.9168207024029574,VP2:0.587360594795539,VPg:1,p22:0.751412429378531,p48:0.8313253012048193	0	3200	0						ORF1:14-31,ORF1:47-71,ORF1:241-248,ORF1:400-406,ORF1:750-768,ORF1:780-786,ORF1:845-856,ORF1:1195-1201,p48:14-31,p48:47-71,p48:241-248,NTPase:68-74,p22:52-70,p22:82-88,p22:147-158,RdRp:6-12,VP1:9-14,VP1:327-338,VP1:347-355,VP1:383-398,VP2:132-144,VP2:207-269	0.831	0.981	0.751	1.0	1.0	0.984	0.917	0.587			GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
LC122716	LC122716.1	Hu/GI/JP/2014/GI.P3-GI.3/MI-6	2014-03-12	Asia	Japan	Miyagi		7751	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122716	0.9855953482225452	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.02588235294117647,RdRp:0.984313725490196,VP1:0.9168207024029574,VP2:0.6728624535315985,VPg:1,p22:0.751412429378531,p48:0.12650602409638553	0	3224	0						ORF1:34-54,ORF1:72-240,ORF1:250-748,ORF1:769-844,ORF1:854-1700,p48:34-54,p48:72-240,p48:250-332,NTPase:68-74,p22:52-70,p22:82-88,p22:147-158,RdRp:6-12,VP1:9-14,VP1:327-338,VP1:347-355,VP1:383-398,VP2:132-144,VP2:217-269	0.127	0.981	0.751	1.0	1.0	0.984	0.917	0.673							GI.P3	GI.P	GI.P3	
LC122717	LC122717.1	Hu/GI/JP/2014/GI.P3-GI.3/SH-4	2014-02-27	Asia	Japan	Shizuoka		7678	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122717	0.9735694462798996	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.01764705882352941,RdRp:0.984313725490196,VP1:0.9168207024029574,VP2:0.5241635687732342,VPg:1,p22:0.751412429378531,p48:0.08433734939759036	0	3166	0						ORF1:34-62,ORF1:72-240,ORF1:250-748,ORF1:769-844,ORF1:854-1700,p48:34-62,p48:72-240,p48:250-332,NTPase:68-74,p22:52-70,p22:82-88,p22:147-158,RdRp:6-12,VP1:9-14,VP1:327-338,VP1:347-355,VP1:383-398,VP2:132-144,VP2:207-269	0.084	0.981	0.751	1.0	1.0	0.984	0.917	0.524			GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
LC122718	LC122718.1	Hu/GI/JP/2011/GI.P3-GI.3/OS-15	2011-03-15	Asia	Japan	Osaka		7746	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122718	0.9910136117351659	3CLpro:1,NTPase:1,ORF1:0.021176470588235293,RdRp:0.984313725490196,VP1:0.9001848428835489,VP2:0.7063197026022305,VPg:1,p22:0.8587570621468926,p48:0.2289156626506024	0	3236	0						ORF1:57-93,ORF1:114-839,ORF1:845-1700,p48:57-93,p48:114-332,p22:93-111,p22:142-146,RdRp:6-12,VP1:9-14,VP1:301-309,VP1:327-356,VP1:386-394,VP2:135-146,VP2:211-231,VP2:251-269	0.229	1.0	0.859	1.0	1.0	0.984	0.9	0.706			GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
LC122719	LC122719.1	Hu/GI/JP/2012/GI.P3-GI.3/YA-8	2012-11-27	Asia	Japan	Yamaguchi		7718	"Homo sapiens"	Homo	human		2022-02-03	2022-02-03		"Suzuki et al."	Suzuki,Y.,Doan,Y.H.,Kimura,H.,Shinomiya,H.,Shirabe,K.,Katayama,K.	"Graduate School of Natural Sciences; 1 Yamanohata, Nagoya, Aichi 467-8501"	https://www.ncbi.nlm.nih.gov/nuccore/LC122719	0.9899563895863618	3CLpro:1,NTPase:1,ORF1:0.024705882352941175,RdRp:0.984313725490196,VP1:0.9001848428835489,VP2:0.7881040892193308,VPg:1,p22:0.8305084745762712,p48:0.1566265060240964	0	3253	0						ORF1:57-827,ORF1:845-1700,p48:57-332,p22:82-88,p22:130-146,RdRp:6-12,VP1:9-14,VP1:301-309,VP1:327-356,VP1:386-394,VP2:135-146,VP2:211-231	0.157	1.0	0.831	1.0	1.0	0.984	0.9	0.788			GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
